tier,noise_fraction,trial,split_id,n_train_observations,n_test_observations,train_times_h,test_times_h,method,test_rmse_observed_log,test_rmse_latent_log,alpha,beta,alpha_relative_error_pct,beta_relative_error_pct,training_objective,initial_condition_max_abs_error
low,0.05,4,ad6abebe12d8,80,20,0;0.12121212;0.24242424;0.36363636;0.48484848;0.60606061;0.72727273;0.84848485;0.96969697;1.0909091;1.2121212;1.5757576;1.6969697;1.8181818;1.9393939;2.1818182;2.3030303;2.4242424;2.5454545;2.7878788;3.030303;3.3939394;3.5151515;3.6363636;3.7575758;4.2424242;4.3636364;4.4848485;4.6060606;4.969697;5.0909091;5.2121212;5.3333333;5.5757576;5.8181818;5.9393939;6.0606061;6.1818182;6.3030303;6.5454545;6.6666667;6.7878788;6.9090909;7.030303;7.1515152;7.2727273;7.3939394;7.5151515;7.6363636;7.7575758;7.8787879;8;8.1212121;8.4848485;8.6060606;8.7272727;8.8484848;8.969697;9.0909091;9.2121212;9.3333333;9.4545455;9.6969697;9.8181818;9.9393939;10.060606;10.181818;10.30303;10.424242;10.666667;10.787879;11.030303;11.151515;11.272727;11.393939;11.515152;11.636364;11.757576;11.878788;12,1.3333333;1.4545455;2.0606061;2.6666667;2.9090909;3.1515152;3.2727273;3.8787879;4;4.1212121;4.7272727;4.8484848;5.4545455;5.6969697;6.4242424;8.2424242;8.3636364;9.5757576;10.545455;10.909091,NN,0.08264666654552229,0.06752439668113838,,,,,0.004652512307102964,0.0
low,0.05,4,ad6abebe12d8,80,20,0;0.12121212;0.24242424;0.36363636;0.48484848;0.60606061;0.72727273;0.84848485;0.96969697;1.0909091;1.2121212;1.5757576;1.6969697;1.8181818;1.9393939;2.1818182;2.3030303;2.4242424;2.5454545;2.7878788;3.030303;3.3939394;3.5151515;3.6363636;3.7575758;4.2424242;4.3636364;4.4848485;4.6060606;4.969697;5.0909091;5.2121212;5.3333333;5.5757576;5.8181818;5.9393939;6.0606061;6.1818182;6.3030303;6.5454545;6.6666667;6.7878788;6.9090909;7.030303;7.1515152;7.2727273;7.3939394;7.5151515;7.6363636;7.7575758;7.8787879;8;8.1212121;8.4848485;8.6060606;8.7272727;8.8484848;8.969697;9.0909091;9.2121212;9.3333333;9.4545455;9.6969697;9.8181818;9.9393939;10.060606;10.181818;10.30303;10.424242;10.666667;10.787879;11.030303;11.151515;11.272727;11.393939;11.515152;11.636364;11.757576;11.878788;12,1.3333333;1.4545455;2.0606061;2.6666667;2.9090909;3.1515152;3.2727273;3.8787879;4;4.1212121;4.7272727;4.8484848;5.4545455;5.6969697;6.4242424;8.2424242;8.3636364;9.5757576;10.545455;10.909091,PINN,0.04752406129216144,0.03212854057118115,0.0006896654920105853,0.00021076601595912124,31.033450798941477,99.78923398404088,0.006336696932005795,0.0
low,0.05,5,a8d70a302186,80,20,0;0.12121212;0.48484848;0.60606061;0.72727273;0.96969697;1.0909091;1.2121212;1.3333333;1.4545455;1.5757576;1.8181818;1.9393939;2.0606061;2.3030303;2.4242424;2.5454545;2.6666667;2.7878788;2.9090909;3.030303;3.1515152;3.5151515;3.6363636;3.7575758;3.8787879;4;4.1212121;4.2424242;4.4848485;4.6060606;4.7272727;4.8484848;4.969697;5.0909091;5.2121212;5.3333333;5.4545455;5.5757576;5.8181818;5.9393939;6.0606061;6.1818182;6.3030303;6.5454545;6.6666667;6.7878788;6.9090909;7.030303;7.1515152;7.3939394;7.5151515;7.6363636;7.8787879;8;8.1212121;8.2424242;8.3636364;8.4848485;8.6060606;8.7272727;8.8484848;8.969697;9.0909091;9.2121212;9.3333333;9.4545455;9.6969697;9.8181818;10.30303;10.424242;10.545455;10.666667;10.787879;10.909091;11.151515;11.272727;11.393939;11.515152;12,0.24242424;0.36363636;0.84848485;1.6969697;2.1818182;3.2727273;3.3939394;4.3636364;5.6969697;6.4242424;7.2727273;7.7575758;9.5757576;9.9393939;10.060606;10.181818;11.030303;11.636364;11.757576;11.878788,NLLS,0.05653084283187786,0.010775693857668299,0.0010274002101908807,0.09343040415482592,2.740021019088057,6.5695958451740815,0.2342883756393459,0.0
low,0.05,5,a8d70a302186,80,20,0;0.12121212;0.48484848;0.60606061;0.72727273;0.96969697;1.0909091;1.2121212;1.3333333;1.4545455;1.5757576;1.8181818;1.9393939;2.0606061;2.3030303;2.4242424;2.5454545;2.6666667;2.7878788;2.9090909;3.030303;3.1515152;3.5151515;3.6363636;3.7575758;3.8787879;4;4.1212121;4.2424242;4.4848485;4.6060606;4.7272727;4.8484848;4.969697;5.0909091;5.2121212;5.3333333;5.4545455;5.5757576;5.8181818;5.9393939;6.0606061;6.1818182;6.3030303;6.5454545;6.6666667;6.7878788;6.9090909;7.030303;7.1515152;7.3939394;7.5151515;7.6363636;7.8787879;8;8.1212121;8.2424242;8.3636364;8.4848485;8.6060606;8.7272727;8.8484848;8.969697;9.0909091;9.2121212;9.3333333;9.4545455;9.6969697;9.8181818;10.30303;10.424242;10.545455;10.666667;10.787879;10.909091;11.151515;11.272727;11.393939;11.515152;12,0.24242424;0.36363636;0.84848485;1.6969697;2.1818182;3.2727273;3.3939394;4.3636364;5.6969697;6.4242424;7.2727273;7.7575758;9.5757576;9.9393939;10.060606;10.181818;11.030303;11.636364;11.757576;11.878788,NN,0.08563893566297971,0.04742677940656408,,,,,0.005957836055539961,0.0
low,0.05,5,a8d70a302186,80,20,0;0.12121212;0.48484848;0.60606061;0.72727273;0.96969697;1.0909091;1.2121212;1.3333333;1.4545455;1.5757576;1.8181818;1.9393939;2.0606061;2.3030303;2.4242424;2.5454545;2.6666667;2.7878788;2.9090909;3.030303;3.1515152;3.5151515;3.6363636;3.7575758;3.8787879;4;4.1212121;4.2424242;4.4848485;4.6060606;4.7272727;4.8484848;4.969697;5.0909091;5.2121212;5.3333333;5.4545455;5.5757576;5.8181818;5.9393939;6.0606061;6.1818182;6.3030303;6.5454545;6.6666667;6.7878788;6.9090909;7.030303;7.1515152;7.3939394;7.5151515;7.6363636;7.8787879;8;8.1212121;8.2424242;8.3636364;8.4848485;8.6060606;8.7272727;8.8484848;8.969697;9.0909091;9.2121212;9.3333333;9.4545455;9.6969697;9.8181818;10.30303;10.424242;10.545455;10.666667;10.787879;10.909091;11.151515;11.272727;11.393939;11.515152;12,0.24242424;0.36363636;0.84848485;1.6969697;2.1818182;3.2727273;3.3939394;4.3636364;5.6969697;6.4242424;7.2727273;7.7575758;9.5757576;9.9393939;10.060606;10.181818;11.030303;11.636364;11.757576;11.878788,PINN,0.06616544049983362,0.04428476493707532,0.0007097912597397815,0.000856211954157693,29.020874026021847,99.14378804584231,0.009382860829064204,0.0
low,0.05,6,896b5034e7e4,80,20,0;0.12121212;0.24242424;0.36363636;0.48484848;0.60606061;0.72727273;1.0909091;1.2121212;1.3333333;1.5757576;1.6969697;1.8181818;1.9393939;2.0606061;2.1818182;2.3030303;2.4242424;2.6666667;2.7878788;2.9090909;3.030303;3.1515152;3.2727273;3.3939394;3.6363636;3.8787879;4;4.1212121;4.2424242;4.4848485;4.6060606;4.7272727;4.8484848;5.2121212;5.3333333;5.4545455;5.5757576;5.8181818;5.9393939;6.0606061;6.3030303;6.4242424;6.5454545;6.6666667;6.7878788;6.9090909;7.030303;7.1515152;7.3939394;7.5151515;7.6363636;8;8.2424242;8.3636364;8.4848485;8.6060606;8.7272727;8.969697;9.0909091;9.3333333;9.4545455;9.5757576;9.6969697;9.8181818;9.9393939;10.060606;10.181818;10.30303;10.545455;10.787879;10.909091;11.030303;11.151515;11.272727;11.515152;11.636364;11.757576;11.878788;12,0.84848485;0.96969697;1.4545455;2.5454545;3.5151515;3.7575758;4.3636364;4.969697;5.0909091;5.6969697;6.1818182;7.2727273;7.7575758;7.8787879;8.1212121;8.8484848;9.2121212;10.424242;10.666667;11.393939,NLLS,0.05220279951423919,0.007882186816953678,0.0010373818479865271,0.10311123509656966,3.7381847986527106,3.1112350965696534,0.2035553959517174,0.0
low,0.05,6,896b5034e7e4,80,20,0;0.12121212;0.24242424;0.36363636;0.48484848;0.60606061;0.72727273;1.0909091;1.2121212;1.3333333;1.5757576;1.6969697;1.8181818;1.9393939;2.0606061;2.1818182;2.3030303;2.4242424;2.6666667;2.7878788;2.9090909;3.030303;3.1515152;3.2727273;3.3939394;3.6363636;3.8787879;4;4.1212121;4.2424242;4.4848485;4.6060606;4.7272727;4.8484848;5.2121212;5.3333333;5.4545455;5.5757576;5.8181818;5.9393939;6.0606061;6.3030303;6.4242424;6.5454545;6.6666667;6.7878788;6.9090909;7.030303;7.1515152;7.3939394;7.5151515;7.6363636;8;8.2424242;8.3636364;8.4848485;8.6060606;8.7272727;8.969697;9.0909091;9.3333333;9.4545455;9.5757576;9.6969697;9.8181818;9.9393939;10.060606;10.181818;10.30303;10.545455;10.787879;10.909091;11.030303;11.151515;11.272727;11.515152;11.636364;11.757576;11.878788;12,0.84848485;0.96969697;1.4545455;2.5454545;3.5151515;3.7575758;4.3636364;4.969697;5.0909091;5.6969697;6.1818182;7.2727273;7.7575758;7.8787879;8.1212121;8.8484848;9.2121212;10.424242;10.666667;11.393939,NN,0.060766015000339776,0.04604808929920015,,,,,0.005143068919316084,0.0
low,0.05,6,896b5034e7e4,80,20,0;0.12121212;0.24242424;0.36363636;0.48484848;0.60606061;0.72727273;1.0909091;1.2121212;1.3333333;1.5757576;1.6969697;1.8181818;1.9393939;2.0606061;2.1818182;2.3030303;2.4242424;2.6666667;2.7878788;2.9090909;3.030303;3.1515152;3.2727273;3.3939394;3.6363636;3.8787879;4;4.1212121;4.2424242;4.4848485;4.6060606;4.7272727;4.8484848;5.2121212;5.3333333;5.4545455;5.5757576;5.8181818;5.9393939;6.0606061;6.3030303;6.4242424;6.5454545;6.6666667;6.7878788;6.9090909;7.030303;7.1515152;7.3939394;7.5151515;7.6363636;8;8.2424242;8.3636364;8.4848485;8.6060606;8.7272727;8.969697;9.0909091;9.3333333;9.4545455;9.5757576;9.6969697;9.8181818;9.9393939;10.060606;10.181818;10.30303;10.545455;10.787879;10.909091;11.030303;11.151515;11.272727;11.515152;11.636364;11.757576;11.878788;12,0.84848485;0.96969697;1.4545455;2.5454545;3.5151515;3.7575758;4.3636364;4.969697;5.0909091;5.6969697;6.1818182;7.2727273;7.7575758;7.8787879;8.1212121;8.8484848;9.2121212;10.424242;10.666667;11.393939,PINN,0.0810294569357863,0.046850620378355835,0.000768120123965051,0.0010592041037677075,23.187987603494907,98.94079589623229,0.015396209433715457,0.0
low,0.05,7,47f4a41b6766,80,20,0;0.12121212;0.24242424;0.48484848;0.72727273;0.84848485;0.96969697;1.0909091;1.2121212;1.3333333;1.5757576;1.6969697;1.8181818;1.9393939;2.0606061;2.1818182;2.3030303;2.4242424;2.6666667;2.7878788;2.9090909;3.030303;3.2727273;3.5151515;3.7575758;3.8787879;4.1212121;4.2424242;4.3636364;4.4848485;4.6060606;4.8484848;4.969697;5.0909091;5.2121212;5.3333333;5.4545455;5.5757576;5.8181818;5.9393939;6.0606061;6.3030303;6.5454545;6.6666667;6.7878788;6.9090909;7.030303;7.1515152;7.2727273;7.3939394;7.5151515;7.7575758;7.8787879;8;8.2424242;8.6060606;8.7272727;8.8484848;8.969697;9.0909091;9.2121212;9.3333333;9.4545455;9.5757576;9.6969697;9.9393939;10.060606;10.181818;10.30303;10.545455;10.666667;10.909091;11.030303;11.151515;11.272727;11.515152;11.636364;11.757576;11.878788;12,0.36363636;0.60606061;1.4545455;2.5454545;3.1515152;3.3939394;3.6363636;4;4.7272727;5.6969697;6.1818182;6.4242424;7.6363636;8.1212121;8.3636364;8.4848485;9.8181818;10.424242;10.787879;11.393939,NLLS,0.04058513772936198,0.005664918790790943,0.0010283257674889108,0.10278731692783588,2.8325767488910802,2.78731692783587,0.20364989257395194,0.0
low,0.05,7,47f4a41b6766,80,20,0;0.12121212;0.24242424;0.48484848;0.72727273;0.84848485;0.96969697;1.0909091;1.2121212;1.3333333;1.5757576;1.6969697;1.8181818;1.9393939;2.0606061;2.1818182;2.3030303;2.4242424;2.6666667;2.7878788;2.9090909;3.030303;3.2727273;3.5151515;3.7575758;3.8787879;4.1212121;4.2424242;4.3636364;4.4848485;4.6060606;4.8484848;4.969697;5.0909091;5.2121212;5.3333333;5.4545455;5.5757576;5.8181818;5.9393939;6.0606061;6.3030303;6.5454545;6.6666667;6.7878788;6.9090909;7.030303;7.1515152;7.2727273;7.3939394;7.5151515;7.7575758;7.8787879;8;8.2424242;8.6060606;8.7272727;8.8484848;8.969697;9.0909091;9.2121212;9.3333333;9.4545455;9.5757576;9.6969697;9.9393939;10.060606;10.181818;10.30303;10.545455;10.666667;10.909091;11.030303;11.151515;11.272727;11.515152;11.636364;11.757576;11.878788;12,0.36363636;0.60606061;1.4545455;2.5454545;3.1515152;3.3939394;3.6363636;4;4.7272727;5.6969697;6.1818182;6.4242424;7.6363636;8.1212121;8.3636364;8.4848485;9.8181818;10.424242;10.787879;11.393939,NN,0.05287481350929877,0.04167544897272379,,,,,0.0034444274757147357,0.0
low,0.05,7,47f4a41b6766,80,20,0;0.12121212;0.24242424;0.48484848;0.72727273;0.84848485;0.96969697;1.0909091;1.2121212;1.3333333;1.5757576;1.6969697;1.8181818;1.9393939;2.0606061;2.1818182;2.3030303;2.4242424;2.6666667;2.7878788;2.9090909;3.030303;3.2727273;3.5151515;3.7575758;3.8787879;4.1212121;4.2424242;4.3636364;4.4848485;4.6060606;4.8484848;4.969697;5.0909091;5.2121212;5.3333333;5.4545455;5.5757576;5.8181818;5.9393939;6.0606061;6.3030303;6.5454545;6.6666667;6.7878788;6.9090909;7.030303;7.1515152;7.2727273;7.3939394;7.5151515;7.7575758;7.8787879;8;8.2424242;8.6060606;8.7272727;8.8484848;8.969697;9.0909091;9.2121212;9.3333333;9.4545455;9.5757576;9.6969697;9.9393939;10.060606;10.181818;10.30303;10.545455;10.666667;10.909091;11.030303;11.151515;11.272727;11.515152;11.636364;11.757576;11.878788;12,0.36363636;0.60606061;1.4545455;2.5454545;3.1515152;3.3939394;3.6363636;4;4.7272727;5.6969697;6.1818182;6.4242424;7.6363636;8.1212121;8.3636364;8.4848485;9.8181818;10.424242;10.787879;11.393939,PINN,0.06700910237574635,0.049771973741824765,0.0008223726045936471,0.0004621493095834965,17.762739540635298,99.5378506904165,0.015347111739707524,0.0
